evidence_id,result_origin,result_scope,clean_or_oracle,official_claim_allowed,benchmark_relative_claim_allowed,notes
D3OnlineTargetedOptimization_v1_online_prefix_00021_dup_00371,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00022_dup_00372,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00023_dup_00373,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00024_dup_00374,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00025_dup_00375,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00026_dup_00376,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00027_dup_00377,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00028_dup_00378,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00029_dup_00379,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00030_dup_00380,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00031_dup_00381,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00032_dup_00382,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00033_dup_00383,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00034_dup_00384,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00035_dup_00385,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00036_dup_00386,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00037_dup_00387,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00038_dup_00388,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00039_dup_00389,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00040_dup_00390,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00041_dup_00391,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00042_dup_00392,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00043_dup_00393,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00044_dup_00394,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00045_dup_00395,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00046_dup_00396,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00047_dup_00397,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00048_dup_00398,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00049_dup_00399,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00050_dup_00400,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00051_dup_00401,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00052_dup_00402,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00053_dup_00403,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00054_dup_00404,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00055_dup_00405,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00056_dup_00406,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00057_dup_00407,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00058_dup_00408,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00059_dup_00409,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00060_dup_00410,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00061_dup_00411,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00062_dup_00412,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00063_dup_00413,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00064_dup_00414,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00065_dup_00415,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00066_dup_00416,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00067_dup_00417,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00068_dup_00418,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00069_dup_00419,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00070_dup_00420,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00071_dup_00421,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00072_dup_00422,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00073_dup_00423,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00074_dup_00424,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00075_dup_00425,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00076_dup_00426,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00077_dup_00427,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00078_dup_00428,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00079_dup_00429,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00080_dup_00430,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00081_dup_00431,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00082_dup_00432,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00083_dup_00433,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00084_dup_00434,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00085_dup_00435,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00086_dup_00436,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00087_dup_00437,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00088_dup_00438,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00089_dup_00439,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00090_dup_00440,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00091_dup_00441,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00092_dup_00442,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00093_dup_00443,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00094_dup_00444,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00095_dup_00445,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00096_dup_00446,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00097_dup_00447,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00098_dup_00448,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00099_dup_00449,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00100_dup_00450,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00101_dup_00451,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00102_dup_00452,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00103_dup_00453,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00104_dup_00454,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00105_dup_00455,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00106_dup_00456,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00107_dup_00457,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00108_dup_00458,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00109_dup_00459,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00110_dup_00460,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00111_dup_00461,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00112_dup_00462,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00113_dup_00463,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00114_dup_00464,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00115_dup_00465,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00116_dup_00466,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00117_dup_00467,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00118_dup_00468,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
D3OnlineTargetedOptimization_v1_online_prefix_00119_dup_00469,clean_evaluation,deprecated_or_fast_run,clean,False,True,Legal threshold rows from fast/truncated v1 online run.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00000,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00001,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00002,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00003,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00004,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00005,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00006,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00007,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00008,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00009,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00010,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00011,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00012,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00013,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00014,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
OfficialEyeBenchSOTACheck_v1_official_compatible_lite_00015,clean_evaluation,secondary_completed_result,clean,False,True,Official SOTA check comparison file; official claim remains false where present.
